ID de Filme,T+AO0-tulo,Ano de Lan+AOc-amento,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar ?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar
2069,Trip to Bountiful,1985,Drama,?,?,108,Peter Masterson,Nao,USA,?,Geraldine Page,Sim,7.6,Sim
2070,Tender Mercies,1983,Drama,?,?,92,Bruce Beresford,Nao,USA,?,Robert Duvall,Sim,7.4,Sim
2072,'burbs,1989,Comedy,?,?,101,Joe Dante,Nao,USA,?,Tom Hanks,Sim,6.9,Nao
2076,Blue Velvet,1986,Drama,Mystery,16,120,David Lynch,Nao,USA,6000000,Isabella Rossellini,Nao,7.8,Nao
2077,Journey of Natty Gann,1985,Family,Adventure,?,101,Jeremy Kagan,Nao,USA,?,Meredith Salenger,Nao,7.0,Nao
2078,Jungle Book,1967,Animation,Family,Livre,78,Wolfgang Reitherman,Nao,USA,4000000,Phil Harris,Nao,7.6,Nao
2079,Kidnapped,1960,Family,Drama,?,97,Robert Stevenson,Nao,UK,?,Peter Finch,Sim,6.8,Nao
2080,Lady and the Tramp,1955,Animation,Family,?,76,Clyde Geronimi,Nao,USA,4000000,Barbara Luddy,Nao,7.3,Nao
2081,Little Mermaid,1989,Animation,Family,Livre,83,Ron Clements,Nao,USA,40000000,Jodi Benson,Nao,7.6,Sim
2082,Mighty Ducks,1992,Family,Comedy,Rated PG for mild language,100,Stephen Herek,Nao,USA,10000000,Emilio Estevez,Nao,6.4,Nao
2083,Muppet Christmas Carol,1992,Family,Musical,?,85,Brian Henson,Nao,USA,12000000,Michael Caine,Sim,7.7,Nao
2085,101 Dalmatians,1961,Animation,Family,Livre,79,Clyde Geronimi,Nao,USA,4000000,Rod Taylor,Nao,7.2,Nao
2087,Peter Pan,1953,Animation,Family,Livre,77,Clyde Geronimi,Nao,USA,4000000,Bobby Driscoll,Nao,7.3,Nao
2089,Rescuers Down Under,1990,Animation,Family,?,77,Hendel Butoy,Nao,USA,30000000,Bob Newhart,Nao,6.9,Nao
2093,Return to Oz,1985,Family,Adventure,?,113,Walter Murch,Nao,UK,25000000,Fairuza Balk,Nao,6.7,Nao
2094,Rocketeer,1991,Sci+AC0-Fi,Action,?,108,Joe Johnston,Nao,USA,35000000,Billy Campbell,Nao,6.4,Nao
2096,Sleeping Beauty,1959,Animation,Family,Livre,75,Clyde Geronimi,Nao,USA,6000000,Mary Costa,Nao,7.3,Nao
2097,Something Wicked This Way Comes,1983,Family,Horror,?,95,Jack Clayton,Nao,USA,19000000,Jason Robards,Sim,6.8,Nao
2100,Splash,1984,Comedy,Romance,?,111,Ron Howard,Sim,USA,8000000,Tom Hanks,Sim,6.2,Nao
2103,Tall Tale,1995,Family,Adventure,?,98,Jeremiah S. Chechik (as Jeremiah Chechik),Nao,USA,32000000,Patrick Swayze,Nao,5.9,Nao
2105,Tron,1982,Sci+AC0-Fi,Action,Livre,96,Steven Lisberger,Nao,USA,17000000,Jeff Bridges,Sim,6.8,Nao
2106,Swing Kids,1993,Drama,War,Rated PG+AC0-13 for violence and some language,112,Thomas Carter,Nao,USA,?,Robert Sean Leonard,Nao,6.8,Nao
2107,Halloween: H20,1998,Horror,Thriller,18,86,Steve Miner,Nao,USA,17000000,Jamie Lee Curtis,Nao,5.7,Nao
2108,L.A. Story,1991,Comedy,Romance,?,95,Mick Jackson,Nao,USA,?,Steve Martin,Nao,6.7,Nao
2109,Jerk,1979,Comedy,?,Livre,94,Carl Reiner,Nao,USA,?,Steve Martin,Nao,7.2,Nao
2110,Dead Men Don't Wear Plaid,1982,Comedy,Thriller,Livre,88,Carl Reiner,Nao,USA,9000000,Steve Martin,Nao,6.8,Nao
2111,Man with Two Brains,1983,Comedy,?,?,93,Carl Reiner,Nao,USA,?,Steve Martin,Nao,6.4,Nao
2112,Grand Canyon,1991,Drama,Crime,Rated R for language,134,Lawrence Kasdan,Nao,USA,?,Danny Glover,Nao,6.9,Nao
2115,Indiana Jones and the Temple of Doom,1984,Action,Adventure,Livre,118,Steven Spielberg,Sim,USA,28000000,Harrison Ford,Nao,7.6,Sim
2116,Lord of the Rings,1978,Animation,Family,12,132,Ralph Bakshi,Nao,USA,4000000,Christopher Guard,Nao,6.2,Nao
2117,Nineteen Eighty+AC0-Four,1984,Drama,Sci+AC0-Fi,?,113,Michael Radford,Nao,UK,?,John Hurt,Nao,7.2,Nao
2122,Children of the Corn,1984,Horror,Thriller,?,92,Fritz Kiersch,Nao,USA,800000,Peter Horton,Nao,5.6,Nao
2124,Addams Family,1991,Comedy,?,?,99,Barry Sonnenfeld,Nao,USA,30000000,Anjelica Huston,Sim,6.8,Nao
2130,Atlantic City,1980,Drama,Romance,?,104,Louis Malle,Nao,France,7200000,Burt Lancaster,Sim,7.4,Nao
2132,Who's Afraid of Virginia Woolf,1966,Drama,?,?,131,Mike Nichols,Sim,USA,7500000,Elizabeth Taylor,Sim,8.1,Sim
2133,Adventures in Babysitting,1987,Comedy,Adventure,?,102,Chris Columbus,Nao,USA,?,Elisabeth Shue,Nao,6.9,Nao
2134,Weird Science,1985,Comedy,?,14,94,John Hughes,Nao,USA,7500000,Anthony Michael Hall,Nao,6.6,Nao
2135,Doctor Dolittle,1967,Musical,Adventure,Livre,85,Betty Thomas,Nao,USA,71500000,Eddie Murphy,Nao,5.3,Nao
2136,Nutty Professor,1963,Comedy,?,Livre,107,Jerry Lewis,Nao,USA,?,Jerry Lewis,Nao,6.7,Nao
2137,Charlotte's Web,1973,Animation,Family,?,94,Charles A. Nichols (as Charles Nichols),Nao,USA,?,Debbie Reynolds,Nao,6.9,Nao
2138,Watership Down,1978,Animation,Family,16,91,Martin Rosen,Nao,UK,?,John Hurt,Nao,7.7,Nao
2139,Secret of NIMH,1982,Animation,Family,Livre,82,Don Bluth,Nao,USA,7000000,Elizabeth Hartman,Nao,7.6,Nao
2140,Dark Crystal,1982,Family,Fantasy,?,93,Jim Henson,Nao,USA,15000000,Jim Henson,Nao,7.2,Nao
2141,American Tail,1986,Animation,Family,?,80,Don Bluth,Nao,USA,?,Dom DeLuise,Nao,6.9,Nao
2144,Sixteen Candles,1984,Comedy,?,?,93,John Hughes,Nao,USA,6500000,Molly Ringwald,Nao,7.2,Nao
2145,Pretty in Pink,1986,Drama,Romance,?,96,Howard Deutch,Nao,USA,9000000,Molly Ringwald,Nao,6.7,Nao
2146,St. Elmo's Fire,1985,Drama,Romance,Livre,110,Joel Schumacher,Nao,USA,?,Demi Moore,Nao,6.3,Nao
2147,Clan of the Cave Bear,1986,Drama,?,?,98,Michael Chapman,Nao,USA,15000000,Daryl Hannah,Nao,5.3,Nao
2150,Gods Must Be Crazy,1980,Comedy,?,?,109,Jamie Uys,Nao,Botswana,5000000,N+ACE-xau,Nao,7.3,Nao
2154,How Stella Got Her Groove Back,1998,Drama,Romance,Rated R for language and some sexuality,124,Kevin Rodney Sullivan,Nao,USA,20000000,Angela Bassett,Nao,5.5,Nao
2159,Henry: Portrait of a Serial Killer,1990,Horror,Crime,?,83,John McNaughton,Nao,USA,111000,Michael Rooker,Nao,7.0,Nao
2160,Rosemary's Baby,1968,Horror,Thriller,14,137,Roman Polanski,Sim,USA,2300000,Mia Farrow,Nao,8.0,Sim
2161,NeverEnding Story,1984,Family,Adventure,?,102,Wolfgang Petersen,Nao,West Germany,27000000,Noah Hathaway,Nao,7.4,Nao
2163,Attack of the Killer Tomatoes+ACE-,1978,Horror,Comedy,?,83,John De Bello,Nao,USA,90000,David Miller,Nao,4.6,Nao
2167,Blade,1998,Horror,Action,14,120,Stephen Norrington,Nao,USA,45000000,Wesley Snipes,Nao,7.1,Nao
2173,Navigator: A Mediaeval Odyssey,1988,Sci+AC0-Fi,Adventure,?,90,Vincent Ward,Nao,Australia,?,Bruce Lyons,Nao,7.0,Nao
2174,Beetlejuice,1988,Comedy,Fantasy,Livre,92,Tim Burton,Nao,USA,15000000,Alec Baldwin,Nao,7.5,Sim
2176,Rope,1948,Thriller,?,14,80,Alfred Hitchcock,Nao,USA,1500000,James Stewart,Sim,8.0,Nao
2177,Family Plot,1976,Comedy,Thriller,14,120,Alfred Hitchcock,Nao,USA,4490375,Karen Black,Nao,6.8,Nao
2182,Wrong Man,1956,Drama,Thriller,KNT/ENA,105,Alfred Hitchcock,Nao,USA,1200000,Henry Fonda,Sim,7.5,Nao
2183,Man Who Knew Too Much,1956,Thriller,?,Livre,120,Alfred Hitchcock,Nao,USA,2500000,James Stewart,Sim,7.5,Sim
2186,Strangers on a Train,1951,Thriller,Film+AC0-Noir,KNT/ENA,101,Alfred Hitchcock,Nao,USA,1200000,Farley Granger,Nao,8.0,Nao
2188,54,1998,Drama,?,Rated R for strong sexualitydrug use and language,93,Mark Christopher,Nao,USA,13000000,Ryan Phillippe,Nao,5.8,Nao
2189,I Married A Strange Person,1997,Animation,?,Rated R for graphic violent and sexual images and for some strong language,73,Bill Plympton,Nao,USA,250000,Charis Michelsen,Nao,7.0,Nao
2193,Willow,1988,Action,Adventure,Livre,126,Ron Howard,Sim,USA,35000000,Val Kilmer,Nao,7.3,Nao
2194,Untouchables,1987,Drama,Action,14,119,Brian De Palma,Nao,USA,25000000,Kevin Costner,Nao,7.9,Sim
2195,Dirty Work,1998,Comedy,?,Rated PG+AC0-13 for crude sexual humor and language,82,Bob Saget,Nao,Canada,13000000,Norm MacDonald,Nao,6.4,Nao
2203,Shadow of a Doubt,1943,Thriller,Film+AC0-Noir,14,108,Alfred Hitchcock,Nao,USA,?,Teresa Wright,Sim,8.0,Nao
2206,Suspicion,1941,Thriller,Mystery,KNT/ENA,99,Alfred Hitchcock,Nao,USA,1103000,Cary Grant,Nao,7.4,Sim
2208,Lady Vanishes,1938,Comedy,Romance,?,96,Alfred Hitchcock,Nao,UK,?,Margaret Lockwood,Nao,7.9,Nao
2212,Man Who Knew Too Much,1934,Thriller,?,?,75,Alfred Hitchcock,Nao,UK,?,Leslie Banks,Nao,6.9,Nao
2243,Broadcast News,1987,Drama,Romance,?,133,James L. Brooks,Sim,USA,20000000,William Hurt,Sim,7.2,Nao
2245,Working Girl,1988,Drama,Comedy,?,113,Mike Nichols,Sim,USA,28000000,Melanie Griffith,Nao,6.7,Sim
2248,Say Anything...,1989,Drama,Romance,?,100,Cameron Crowe,Nao,USA,?,John Cusack,Nao,7.4,Nao
2249,My Blue Heaven,1990,Comedy,?,?,97,Herbert Ross,Nao,USA,?,Steve Martin,Nao,6.2,Nao
2252,Hero,1992,Drama,Comedy,12,119,Stephen Frears,Nao,USA,42000000,Dustin Hoffman,Sim,6.5,Nao
2253,Toys,1992,Comedy,Action,Livre,118,Barry Levinson,Sim,USA,43000000,Robin Williams,Sim,5.0,Nao
2263,Seventh Sign,1988,Thriller,?,?,97,Carl Schultz,Nao,USA,?,Demi Moore,Nao,5.9,Nao
2265,Nothing But Trouble,1991,Comedy,Adventure,?,94,Dan Aykroyd,Nao,USA,40000000,Chevy Chase,Nao,4.9,Nao
2268,Few Good Men,1992,Drama,Crime,Rated R for language,138,Rob Reiner,Nao,USA,40000000,Tom Cruise,Nao,7.6,Nao
2269,Indecent Proposal,1993,Drama,?,14,117,Adrian Lyne,Nao,USA,38000000,Robert Redford,Nao,5.8,Nao
2272,One True Thing,1998,Drama,?,Rated R for language,127,Carl Franklin,Nao,USA,30000000,Meryl Streep,Sim,7.0,Nao
2273,Rush Hour,1998,Action,Thriller,Rated PG+AC0-13 for sequences of action/violence and shootings and for language,98,Brett Ratner,Nao,USA,33000000,Jackie Chan,Nao,6.9,Nao
2278,Ronin,1998,Action,Crime,12,122,John Frankenheimer,Nao,UK,55000000,Robert De Niro,Sim,7.3,Nao
2282,Pecker,1998,Drama,Comedy,Rated R for sexualitygraphic nuditylanguage and brief drug use,87,John Waters,Nao,USA,6000000,Edward Furlong,Nao,6.4,Nao
2287,Them+ACE-,1954,Sci+AC0-Fi,Thriller,?,94,Gordon Douglas,Nao,USA,?,James Whitmore,Nao,7.3,Nao
2288,Thing,1982,Horror,Thriller,14,109,John Carpenter,Nao,USA,15000000,Kurt Russell,Nao,8.2,Nao
2289,Player,1992,Drama,Comedy,Rated R for languageand for some sensuality,124,Robert Altman,Nao,USA,8000000,Tim Robbins,Sim,7.6,Nao
2290,Stardust Memories,1980,Drama,Comedy,14,89,Woody Allen,Sim,USA,10000000,Woody Allen,Nao,7.4,Nao
2291,Edward Scissorhands,1990,Drama,Romance,Livre,105,Tim Burton,Nao,USA,20000000,Johnny Depp,Nao,7.9,Nao
2294,Antz,1998,Animation,Family,Livre,83,Eric Darnell,Nao,USA,105000000,Woody Allen,Nao,6.6,Nao
2296,Night at the Roxbury,1998,Comedy,?,Rated PG+AC0-13 for sex related humor language and some drug content,82,John Fortenberry,Nao,USA,17000000,Chris Kattan,Nao,6.2,Nao
2297,What Dreams May Come,1998,Drama,Romance,Livre,113,Vincent Ward,Nao,USA,85000000,Robin Williams,Sim,7.0,Sim
2300,Producers,1967,Comedy,Musical,16,88,Mel Brooks,Nao,USA,941000,Zero Mostel,Nao,7.7,Sim
2301,History of the World: Part I,1981,Comedy,?,14,92,Mel Brooks,Nao,USA,11000000,Mel Brooks,Nao,6.9,Nao
2302,My Cousin Vinny,1992,Comedy,?,14,120,Jonathan Lynn,Nao,USA,11000000,Joe Pesci,Sim,7.5,Sim
2306,Holy Man,1998,Comedy,?,Rated PG for some language,114,Stephen Herek,Nao,USA,60000000,Eddie Murphy,Nao,4.9,Nao
2311,2010,1984,Sci+AC0-Fi,Mystery,Livre,116,Peter Hyams,Nao,USA,28000000,Roy Scheider,Nao,6.8,Nao
2312,Children of a Lesser God,1986,Drama,?,?,119,Randa Haines,Nao,USA,?,William Hurt,Sim,7.2,Sim
2314,Beloved,1998,Drama,?,Rated R for violent imagessexuality and nudity,172,Jonathan Demme,Sim,USA,80000000,Oprah Winfrey,Nao,5.9,Nao
2316,Practical Magic,1998,Drama,Romance,Rated PG+AC0-13 for some violenceintense thematic elements and sensuality,104,Griffin Dunne,Nao,USA,48000000,Sandra Bullock,Sim,6.2,Nao
2318,Happiness,1998,Comedy,?,?,134,Todd Solondz,Nao,USA,3000000,Jane Adams,Nao,7.8,Nao
2320,Apt Pupil,1998,Drama,Thriller,18,111,Bryan Singer,Nao,USA,14000000,Ian McKellen,Nao,6.7,Nao
2321,Pleasantville,1998,Comedy,?,Rated PG+AC0-13 for some thematic elements emphasizing sexuality and for language,124,Gary Ross,Nao,USA,40000000,Tobey Maguire,Nao,7.5,Nao
2323,Cruise,1998,Documentary,?,Rated PG+AC0-13 for brief strong language,76,Bennett Miller,Nao,USA,139064,Timothy 'Speed' Levitch,Nao,7.8,Nao
2324,Life Is Beautiful,1997,Drama,Comedy,Livre,116,Roberto Benigni,Nao,Italy,20000000,Roberto Benigni,Sim,8.6,Sim
2325,Orgazmo,1997,Comedy,?,Rated NC+AC0-17 for explicit sexual content and dialogue,94,Trey Parker,Nao,USA,1000000,Trey Parker,Nao,6.2,Nao
2329,American History X,1998,Drama,?,14,119,Tony Kaye,Nao,USA,7500000,Edward Norton,Nao,8.5,Nao
2331,Living Out Loud,1998,Comedy,Romance,Rated R for languageand for some drug content and sexuality,100,Richard LaGravenese,Nao,USA,12000000,Holly Hunter,Sim,6.6,Nao
2333,Gods and Monsters,1998,Drama,?,Rated R for sexual material and language,105,Bill Condon,Nao,USA,3500000,Ian McKellen,Nao,7.5,Sim
2335,Waterboy,1998,Comedy,?,Rated PG+AC0-13 for language and some crude sexual humor,90,Frank Coraci,Nao,USA,20000000,Adam Sandler,Nao,6.1,Nao
2336,Elizabeth,1998,Drama,?,16,124,Shekhar Kapur,Nao,UK,30000000,Cate Blanchett,Sim,7.5,Sim
2337,Velvet Goldmine,1998,Drama,?,Rated R for strong sexual contentnuditylanguage and drug use,118,Todd Haynes,Nao,UK,?,Ewan McGregor,Nao,7.0,Nao
2338,I Still Know What You Did Last Summer,1998,Horror,Thriller,18,100,Danny Cannon,Nao,USA,24000000,Jennifer Love Hewitt,Nao,4.6,Nao
2340,Meet Joe Black,1998,Romance,?,Rated PG+AC0-13 for an accident scenesome sexuality and brief strong language,178,Martin Brest,Nao,USA,90000000,Brad Pitt,Nao,7.1,Nao
2341,Dancing at Lughnasa,1998,Drama,?,Rated PG for mild language and thematic elements,95,Pat O'Connor,Nao,Ireland,?,Meryl Streep,Sim,6.3,Nao
2346,Stepford Wives,1975,Sci+AC0-Fi,Thriller,?,115,Bryan Forbes,Nao,USA,?,Katharine Ross,Nao,6.9,Nao
2348,Sid and Nancy,1986,Drama,?,?,112,Alex Cox,Nao,UK,4000000,Gary Oldman,Nao,7.1,Nao
2352,Big Chill,1983,Drama,Comedy,?,105,Lawrence Kasdan,Nao,USA,?,Tom Berenger,Nao,7.2,Nao
2353,Enemy of the State,1998,Action,Thriller,14,132,Tony Scott,Nao,USA,90000000,Will Smith,Nao,7.3,Nao
2355,Bug's Life,1998,Animation,Family,Livre,95,John Lasseter,Nao,USA,120000000,Kevin Spacey,Sim,7.2,Nao
2357,Central Station,1998,Drama,?,12,113,Walter Salles,Nao,Brazil,2900000,Fernanda Montenegro,Nao,8.0,Nao
2359,Waking Ned Devine,1998,Comedy,?,Rated PG for nuditylanguage and thematic elements,91,Kirk Jones,Nao,UK,3000000,Ian Bannen,Nao,7.4,Nao
2360,Celebration,1998,Drama,?,Rated R for strong sexual content and languageincluding references to sexual abuse,105,Thomas Vinterberg (uncredited),Nao,Denmark,1300000,Ulrich Thomsen,Nao,8.1,Nao
2362,Glen or Glenda,1953,Drama,?,?,65,Edward D. Wood Jr.,Nao,USA,20000,Edward D. Wood Jr.,Nao,4.1,Nao
2366,King Kong,1933,Horror,Action,Livre,100,Merian C. Cooper (uncredited),Nao,USA,670000,Fay Wray,Nao,7.9,Nao
2367,King Kong,1976,Horror,Action,Livre,134,John Guillermin,Nao,USA,24000000,Jeff Bridges,Sim,5.8,Nao
2369,Desperately Seeking Susan,1985,Comedy,Romance,?,104,Susan Seidelman,Nao,USA,4500000,Rosanna Arquette,Nao,5.9,Nao
2371,Fletch,1985,Comedy,?,?,98,Michael Ritchie,Nao,USA,8000000,Chevy Chase,Nao,6.9,Nao
2374,Gung Ho,1986,Drama,Comedy,?,112,Ron Howard,Sim,USA,18000000,Michael Keaton,Nao,6.2,Nao
2376,View to a Kill,1985,Action,?,12,131,John Glen,Nao,UK,30000000,Roger Moore,Nao,6.3,Nao
2377,Lifeforce,1985,Horror,Sci+AC0-Fi,?,116,Tobe Hooper,Nao,UK,25000000,Steve Railsback,Nao,6.1,Nao
2384,Babe: Pig in the City,1998,Family,Comedy,Livre,97,George Miller,Nao,Australia,80000000,Magda Szubanski,Nao,5.8,Nao
2390,Little Voice,1998,Comedy,?,Rated R for language and brief nudity,97,Mark Herman,Nao,UK,?,Brenda Blethyn,Nao,7.0,Nao
2391,Simple Plan,1998,Thriller,Crime,Rated R for violence and language,121,Sam Raimi,Nao,UK,30000000,Bill Paxton,Nao,7.5,Nao
2392,Jack Frost,1998,Drama,Comedy,Rated PG for mild language,101,Troy Miller,Nao,USA,85000000,Michael Keaton,Nao,5.3,Nao
2393,Star Trek: Insurrection,1998,Sci+AC0-Fi,Action,Livre,103,Jonathan Frakes,Nao,USA,58000000,Patrick Stewart,Nao,6.4,Nao
2394,Prince of Egypt,1998,Animation,Musical,Livre,99,Brenda Chapman,Nao,USA,70000000,Val Kilmer,Nao,7.0,Sim
2395,Rushmore,1998,Comedy,?,Rated R for language and brief nudity,93,Wes Anderson,Nao,USA,9000000,Jason Schwartzman,Nao,7.7,Nao
2396,Shakespeare in Love,1998,Comedy,Romance,14,123,John Madden,Nao,USA,25000000,Gwyneth Paltrow,Sim,7.2,Sim
2398,Miracle on 34th Street,1947,Drama,?,?,96,George Seaton,Nao,USA,?,Edmund Gwenn,Sim,7.9,Sim
2399,Santa Claus: The Movie,1985,Family,Adventure,?,107,Jeannot Szwarc,Nao,UK,50000000,Dudley Moore,Nao,6.1,Nao
2402,Rambo: First Blood Part II,1985,Action,War,14,96,George P. Cosmatos,Nao,USA,44000000,Sylvester Stallone,Nao,6.4,Nao
2404,Rambo III,1988,Action,War,14,102,Peter MacDonald,Nao,USA,63000000,Sylvester Stallone,Nao,5.7,Nao
2405,Jewel of the Nile,1985,Comedy,Romance,Livre,106,Lewis Teague,Nao,USA,25000000,Michael Douglas,Sim,6.1,Nao
2406,Romancing the Stone,1984,Comedy,Romance,Livre,106,Robert Zemeckis,Sim,USA,10000000,Michael Douglas,Sim,6.9,Nao
2407,Cocoon,1985,Sci+AC0-Fi,Comedy,?,117,Ron Howard,Sim,USA,17500000,Don Ameche,Sim,6.7,Sim
2408,Cocoon: The Return,1988,Sci+AC0-Fi,Comedy,?,116,Daniel Petrie,Nao,USA,17500000,Don Ameche,Sim,5.3,Nao
2409,Rocky II,1979,Drama,Action,12,119,Sylvester Stallone,Nao,USA,7000000,Sylvester Stallone,Nao,7.2,Nao
2411,Rocky IV,1985,Drama,Action,14,91,Sylvester Stallone,Nao,USA,30000000,Sylvester Stallone,Nao,6.8,Nao
2412,Rocky V,1990,Drama,Action,14,104,John G. Avildsen,Sim,USA,42000000,Sylvester Stallone,Nao,5.2,Nao
2413,Clue,1985,Comedy,Mystery,14,94,Jonathan Lynn,Nao,USA,15000000,Eileen Brennan,Nao,7.3,Nao
2414,Young Sherlock Holmes,1985,Action,Adventure,12,109,Barry Levinson,Sim,USA,18000000,Nicholas Rowe,Nao,6.8,Nao
2416,Back to School,1986,Comedy,?,?,96,Alan Metter,Nao,USA,11000000,Rodney Dangerfield,Nao,6.6,Nao
2421,Karate Kid,1986,Drama,Action,?,113,John G. Avildsen,Sim,USA,?,Pat Morita,Nao,5.9,Nao
2423,Christmas Vacation,1989,Comedy,?,?,97,Jeremiah S. Chechik (as Jeremiah Chechik),Nao,USA,27000000,Chevy Chase,Nao,7.6,Nao
2424,You've Got Mail,1998,Comedy,Romance,14,119,Nora Ephron,Nao,USA,65000000,Tom Hanks,Sim,6.6,Nao
2427,Thin Red Line,1998,Drama,War,14,170,Terrence Malick,Nao,USA,52000000,Jim Caviezel,Nao,7.6,Nao
2428,Faculty,1998,Horror,Sci+AC0-Fi,14,104,Robert Rodriguez,Nao,USA,15000000,Jordana Brewster,Nao,6.4,Nao
2431,Patch Adams,1998,Drama,Comedy,12,115,Tom Shadyac,Nao,USA,90000000,Robin Williams,Sim,6.7,Nao
2435,Hurlyburly,1998,Drama,?,Rated R for constant drug usepervasive strong language and sexual material,122,Anthony Drazan,Nao,USA,?,Sean Penn,Sim,5.8,Nao
2436,Tea with Mussolini,1999,Comedy,?,Rated PG for thematic elementslanguagebrief nudity and some mild violence,117,Franco Zeffirelli,Nao,Italy,12000000,Maggie Smith,Sim,6.9,Nao
2437,Wilde,1997,Drama,?,Rated R for strong sexuality and language,118,Brian Gilbert,Nao,UK,10000000,Stephen Fry,Nao,6.9,Nao
2450,Howard the Duck,1986,Family,Adventure,?,110,Willard Huyck,Nao,USA,35000000,Lea Thompson,Nao,4.6,Nao
2454,Fly,1958,Horror,Sci+AC0-Fi,12,94,Kurt Neumann,Nao,USA,700000,David Hedison,Nao,7.1,Nao
2455,Fly,1986,Horror,Sci+AC0-Fi,14,96,David Cronenberg,Nao,USA,15000000,Jeff Goldblum,Nao,7.5,Sim
2457,Running Scared,1986,Comedy,Action,?,107,Peter Hyams,Nao,USA,?,Gregory Hines,Nao,6.5,Nao
2459,Texas Chainsaw Massacre,1974,Horror,?,(Banned),83,Tobe Hooper,Nao,USA,300000,Marilyn Burns,Nao,7.5,Nao
2460,Texas Chainsaw Massacre 2,1986,Horror,?,?,89,Tobe Hooper,Nao,USA,4700000,Dennis Hopper,Nao,5.6,Nao
2461,Leatherface: Texas Chainsaw Massacre III,1990,Horror,?,?,81,Jeff Burr,Nao,USA,?,Kate Hodge,Nao,5.2,Nao
2462,Return of the Texas Chainsaw Massacre,1994,Horror,?,Rated R for demented mayhem and tortureand for strong language,95,Kim Henkel,Nao,USA,600000,Renee Zellweger,Sim,3.2,Nao
2463,Ruthless People,1986,Comedy,?,?,93,Jim Abrahams,Nao,USA,?,Bette Midler,Nao,6.9,Nao
2467,Name of the Rose,1986,Mystery,?,?,130,Jean+AC0-Jacques Annaud,Nao,Italy,?,Sean Connery,Sim,7.8,Nao
2468,Jumpin' Jack Flash,1986,Comedy,Romance,?,105,Penny Marshall,Nao,USA,?,Whoopi Goldberg,Sim,5.8,Nao
2469,Peggy Sue Got Married,1986,Comedy,Romance,?,103,Francis Ford Coppola,Sim,USA,18000000,Kathleen Turner,Nao,6.3,Nao
2470,Crocodile Dundee,1986,Comedy,Adventure,?,97,Peter Faiman,Nao,Australia,8800000,Paul Hogan,Nao,6.5,Nao
2471,Crocodile Dundee II,1988,Comedy,Adventure,?,108,John Cornell,Nao,Australia,14000000,Paul Hogan,Nao,5.5,Nao
2472,Tough Guys,1986,Comedy,?,?,104,Jeff Kanew,Nao,USA,?,Burt Lancaster,Sim,6.2,Nao
2474,Color of Money,1986,Drama,?,12,119,Martin Scorsese,Sim,USA,13800000,Paul Newman,Sim,7.0,Sim
2478,Three Amigos+ACE-,1986,Comedy,Western,?,104,John Landis,Nao,USA,25000000,Steve Martin,Nao,6.4,Nao
2485,She's All That,1999,Comedy,Romance,Rated PG+AC0-13 for sexual contentcrude humorbrief strong language and teen drinking,95,Robert Iscove,Nao,USA,10000000,Freddie Prinze Jr.,Nao,5.8,Nao
2490,Payback,1999,Action,Thriller,Rated R for strong violence language and drug and sexual content,100,Brian Helgeland,Nao,USA,90000000,Mel Gibson,Nao,7.1,Nao
2492,20 Dates,1998,Comedy,?,Rated R for pervasive language and brief sexual images,87,Myles Berkowitz,Nao,USA,60000,Myles Berkowitz,Nao,5.3,Nao
2496,Blast from the Past,1999,Comedy,Romance,Rated PG+AC0-13 for brief languagesex and drug references,112,Hugh Wilson,Nao,USA,35000000,Brendan Fraser,Nao,6.6,Nao
2497,Message in a Bottle,1999,Romance,?,Rated PG+AC0-13 for a scene of sexuality,126,Luis Mandoki,Nao,USA,80000000,Kevin Costner,Nao,6.1,Nao
2500,Jawbreaker,1999,Comedy,?,Rated R for sexualitylanguage and violenceall involving teens,87,Darren Stein,Nao,USA,3500000,Rose McGowan,Nao,5.5,Nao
2501,October Sky,1999,Drama,?,Rated PG for languagebrief teen sensuality and alcohol useand for some thematic elements,108,Joe Johnston,Nao,USA,25000000,Jake Gyllenhaal,Nao,7.8,Nao
2502,Office Space,1999,Comedy,Romance,Livre,89,Mike Judge,Nao,USA,10000000,Ron Livingston,Nao,7.8,Nao
2506,Other Sister,1999,Drama,Romance,Rated PG+AC0-13 for thematic elements involving sex related material,129,Garry Marshall,Nao,USA,35000000,Juliette Lewis,Nao,6.5,Nao
2507,Breakfast of Champions,1999,Comedy,?,Rated R for sexuality and some language,110,Alan Rudolph,Nao,USA,12000000,Bruce Willis,Nao,4.6,Nao
2518,Night Shift,1982,Comedy,?,?,106,Ron Howard,Sim,USA,?,Henry Winkler,Nao,6.5,Nao
2524,Towering Inferno,1974,Drama,Action,14,165,John Guillermin,Nao,USA,14000000,Paul Newman,Sim,6.9,Sim
2526,Meteor,1979,Sci+AC0-Fi,?,?,108,Ronald Neame,Nao,USA,16000000,Sean Connery,Sim,4.9,Nao
2527,Westworld,1973,Sci+AC0-Fi,Action,?,88,Michael Crichton,Nao,USA,1250000,Yul Brynner,Sim,7.0,Nao
2528,Logan's Run,1976,Sci+AC0-Fi,Action,?,119,Michael Anderson,Nao,USA,9000000,Michael York,Nao,6.8,Nao
